Layers,1.B,1.B,1.B,1.C,1.C,1.C,1.B,1.B,1.B,1.C,1.C,1.C
Crust,Biocrust,Biocrust,Biocrust,Control,Control,Control,Biocrust,Biocrust,Biocrust,Control,Control,Control
SampleID,S.11A,S.31A,S.51A,S.12A,S.32A,S.52A,S.21A,S.41A,S.61A,S.22A,S.42A,S.62A
Bacteria|Chloroflexi|Thermomicrobia|JG30-KF-CM45ub soil bacteriumub soil bacteriumub soil bacterium,112,0,0,43,25,0,98,0,0,77,19,10
Bacteria|Chloroflexi|Thermomicrobia|JG30-KF-CM45,0,0,0,0,168,0,0,134,100,0,198,243
Bacteria|Chloroflexi|Thermomicrobia|Sphaerobacterales|Sphaerobacteraceae|Nitrolanceaub,0,0,0,128,0,62,0,0,0,98,0,0
Bacteria|Chloroflexiub Bellilinea sp.ub Bellilinea sp.ub Bellilinea sp.ub Bellilinea sp.ub Bellilinea sp.,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Chloroflexi,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Cyanobacteria|Chloroplast|Bryum argenteum var. argenteum|Bryum argenteum var. argenteum|Bryum argenteum var. argenteum|Bryum argenteum var. argenteum,0,71,92,0,0,0,0,23,0,0,0,0
Bacteria|Cyanobacteria|Chloroplast|Pseudendoclonium akinetum|Pseudendoclonium akinetum|Pseudendoclonium akinetum|Pseudendoclonium akinetum,0,0,0,0,0,0,0,0,0,0,0,7
Bacteria|Cyanobacteria|Chloroplast|Pseudomuriella schumacherensis|Pseudomuriella schumacherensis|Pseudomuriella schumacherensis|Pseudomuriella schumacherensis,0,0,0,0,0,0,81,0,0,0,0,0
Bacteria|Cyanobacteria|Chloroplast|Triticum aestivum bread wheat|Triticum aestivum bread wheat|Triticum aestivum bread wheat|Triticum aestivum bread wheat,0,0,0,0,0,0,0,0,0,18,0,0
Bacteria|Cyanobacteria|Chloroplast,80,23,17,6,0,0,92,0,0,0,12,0
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionI|FamilyI|Brasilonema,34,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionI|FamilyI|Mastigocladopsisub,0,0,0,0,0,0,111,0,0,13,0,0
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionIII|FamilyI|Crinaliumub cyanobacterium,0,0,33,0,0,0,0,0,0,0,0,81
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionIII|FamilyI|Geitlerinemaub,0,0,0,0,0,0,87,0,60,0,0,50
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionIII|FamilyI|LeptolyngbyaAmt,113,0,0,0,0,0,71,0,0,0,0,54
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionIII|FamilyI|Leptolyngbyaub,61,0,0,0,0,0,144,0,0,0,0,0
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionIII|FamilyI|Leptolyngbya,0,12,45,0,0,0,59,0,0,24,0,9
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionIII|FamilyI|Microcoleusub,0,0,0,0,0,76,56,0,0,0,59,113
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionIII|FamilyI|Phormidium,152,0,0,0,0,0,57,0,0,0,0,0
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionIII|FamilyIub,89,0,0,0,0,0,33,0,0,0,0,0
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionIII|FamilyI,0,25,74,0,42,108,249,0,0,0,0,0
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionIV|FamilyIubub,52,10,0,0,0,0,0,0,0,0,0,0
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionIV|FamilyI,0,0,0,0,0,0,42,0,0,0,0,0
Bacteria|Cyanobacteria|Cyanobacteria|SubsectionIV|FamilyII|CalothrixAmt,0,0,0,0,0,0,0,0,0,0,0,7
Bacteria|Cyanobacteria|ML635J-21ubububub,0,0,0,0,0,0,0,0,0,119,0,31
Bacteria|Cyanobacteria|ML635J-21ub cyanobacteriumub cyanobacteriumub cyanobacteriumub cyanobacterium,0,0,0,0,0,16,0,0,0,0,18,0
Bacteria|Cyanobacteria|ML635J-21,6,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Cyanobacteria|Melainabacteria|Obscuribacteralesububub,0,0,0,0,0,0,0,0,0,33,16,0
Bacteria|Cyanobacteria|Melainabacteria|Obscuribacterales,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Cyanobacteria|Melainabacteria|Vampirovibrionalesububub,0,19,0,0,0,0,19,0,28,115,0,0
Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|DeinococcusAmt,0,0,41,0,0,0,0,0,0,0,13,0
Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcusub,102,81,50,0,0,0,212,34,152,41,0,0
Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Deinococcaceae|Deinococcus,30,0,69,105,0,86,18,70,0,105,152,51
Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Trueperaceae|Trueperaub Thermus/Deinococcus group bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Trueperaceae|Trueperaub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales|Trueperaceae|Truepera,48,0,17,0,0,0,47,137,24,0,0,0
Bacteria|Elusimicrobia|Elusimicrobia|Lineage IIaububub,35,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Elusimicrobia|Elusimicrobia|Lineage IIbububub,0,0,0,0,0,0,0,0,0,12,0,0
Bacteria|Elusimicrobia|Elusimicrobia|Lineage IVububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Elusimicrobia|Elusimicrobia|MVP-88ububub,0,0,0,0,0,0,0,10,0,0,0,0
Bacteria|FBPububububub,37,0,44,0,0,0,53,74,101,0,0,0
Bacteria|FBPub soil bacteriumub soil bacteriumub soil bacteriumub soil bacteriumub soil bacterium,0,0,26,0,0,49,0,0,0,0,31,22
Bacteria|FBP,0,0,0,0,0,0,3,0,0,0,0,0
Bacteria|FCPU426ububububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Fibrobacteres|Fibrobacteria|Fibrobacterales|Fibrobacteraceae|possible genus 04ub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|AlicyclobacillusAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|Alicyclobacillus,0,0,0,95,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|TumebacillusAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|Tumebacillusub,0,0,83,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|Tumebacillus,0,0,0,157,0,0,0,0,0,112,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus clausii,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus,273,102,183,0,0,83,0,70,137,815,202,110
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|VirgibacillusAmt,0,0,0,0,0,0,0,0,0,0,0,29
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae,0,0,0,106,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Brevibacillusub,0,0,42,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Brevibacillus,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus amylolyticus,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus,0,0,0,0,0,0,0,0,0,0,0,12
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceaeubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus,0,0,0,0,0,5,0,0,0,0,0,0
Bacteria|Firmicutes|Bacilli|Bacillales,0,0,0,0,0,0,0,0,0,30,0,0
Bacteria|Firmicutes|Clostridia|Clostridiales|Family XVII|Sulfobacillusub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Clostridia|Clostridiales|Family XVIII|Symbiobacteriumub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Mobilitalea,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium 1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Clostridia|Halanaerobiales|ODP1230B8.23AmtAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Clostridia|Halanaerobiales|ODP1230B8.23ubub,0,14,0,93,0,44,0,0,0,124,59,0
Bacteria|Firmicutes|Clostridia|Halanaerobiales|ODP1230B8.23,0,0,0,0,0,12,0,0,0,0,0,0
Bacteria|Firmicutes|Clostridia,0,2,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelatoclostridium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes|Negativicutes|Selenomonadales|Veillonellaceae|Pelosinusub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Firmicutes,0,0,0,0,0,0,0,0,0,0,14,0
Bacteria|GAL15ububububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|GAL15,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Gemmatimonadetes|AKAU4049ubububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Gemmatimonadetes|BD2-11 terrestrial groupub Gemmatimonadetes bacteriumub Gemmatimonadetes bacteriumub Gemmatimonadetes bacteriumub Gemmatimonadetes bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Gemmatimonadetes|BD2-11 terrestrial groupubububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Gemmatimonadetes|BD2-11 terrestrial groupub soil bacteriumub soil bacteriumub soil bacteriumub soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Gemmatimonadetes|BD2-11 terrestrial group,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae|Gemmatimonas,0,0,0,0,0,0,49,0,0,0,30,411
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae|Gemmatirosaub,0,0,0,0,0,0,0,0,199,0,0,0
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|GemmatimonadaceaeubAmt,29,0,0,0,0,0,0,0,0,0,29,87
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceaeubub Gemmatimonadales bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceaeubub Gemmatimonadetes bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceaeubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceaeub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae,0,0,309,83,0,0,0,0,0,0,148,0
Bacteria|Gemmatimonadetes|Longimicrobia|Longimicrobiales|Longimicrobiaceaeubub,0,45,0,40,0,0,0,0,107,38,0,198
Bacteria|Gemmatimonadetes|Longimicrobia|Longimicrobiales|Longimicrobiaceae,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Gemmatimonadetes|S0134 terrestrial group,0,0,0,0,0,0,0,0,0,0,47,12
Bacteria|HydrogenedentesAmtAmtAmtAmtAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Hydrogenedentes,0,0,0,0,0,0,0,0,0,2,0,0
Bacteria|Ignavibacteriae|Ignavibacteria|Ignavibacteriales|BSV26ubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|LatescibacteriaAmtAmtAmtAmtAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Latescibacteriaub Latescibacteria bacteriumub Latescibacteria bacteriumub Latescibacteria bacteriumub Latescibacteria bacteriumub Latescibacteria bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Latescibacteriaub Pelobacter sp.ub Pelobacter sp.ub Pelobacter sp.ub Pelobacter sp.ub Pelobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Latescibacteriaububububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Latescibacteriaub soil bacteriumub soil bacteriumub soil bacteriumub soil bacteriumub soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Latescibacteria,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Microgenomates|Candidatus Amesbacteria,7,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Microgenomates|Candidatus Curtissbacteriaubububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Microgenomates|Candidatus Daviesbacteriaubububub,17,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Microgenomates|Candidatus Levybacteriaubububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Microgenomates|Candidatus Woesebacteriaubububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Microgenomatesububububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Microgenomates,0,0,0,0,0,0,0,0,4,0,0,0
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|0319-6A21ubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|0319-6A21ub candidate division SPAM bacteriumub candidate division SPAM bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|0319-6A21,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Leptospirillumub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Nitrospiraub Nitrospiraceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Nitrospira,77,0,46,0,36,0,0,54,32,28,0,0
Bacteria|Omnitrophica|Omnitrophica Incertae Sedis|Unknown Order|Unknown Family|Candidatus Omnitrophusub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Omnitrophicaububububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Omnitrophicaub planctomyceteub planctomyceteub planctomyceteub planctomyceteub planctomycete,0,0,0,0,0,0,0,0,0,3,0,0
Bacteria|Omnitrophica,0,35,0,0,0,0,0,0,0,0,0,0
Bacteria|Parcubacteria|Candidatus Adlerbacteriaubububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Parcubacteria|Candidatus Azambacteriaubububub,0,0,0,0,0,0,0,19,0,0,0,0
Bacteria|Parcubacteria|Candidatus Azambacteria,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Parcubacteria|Candidatus Falkowbacteriaubububub,14,0,0,0,0,0,0,33,0,0,0,0
Bacteria|Parcubacteria|Candidatus Giovannonibacteriaubububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Parcubacteria|Candidatus JorgensenbacteriaAmtAmtAmtAmt,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Parcubacteria|Candidatus Kuenenbacteriaubububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Parcubacteria|Candidatus Magasanikbacteriaubububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Parcubacteria|Candidatus Moranbacteriaubububub,0,6,0,0,0,0,0,0,0,0,0,0
Bacteria|Parcubacteria|Candidatus Uhrbacteriaubububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Parcubacteria|groundwater metagenome|groundwater metagenome|groundwater metagenome|groundwater metagenome|groundwater metagenome,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Parcubacteriaububububub,38,21,0,0,0,0,0,0,51,0,126,97
Bacteria|Parcubacteria,0,0,0,0,0,0,8,0,0,0,0,0
Bacteria|Peregrinibacteria|Candidatus Peribacteriaubububub,0,18,20,0,0,0,0,14,0,0,0,0
Bacteria|Peregrinibacteriaububububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|BD7-11ubububub,0,0,0,0,11,0,0,0,0,0,0,0
Bacteria|Planctomycetes|OM190|planctomycete A-2|planctomycete A-2|planctomycete A-2|planctomycete A-2,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|OM190ub Planctomycetales bacteriumub Planctomycetales bacteriumub Planctomycetales bacteriumub Planctomycetales bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|OM190ubububub,0,0,0,0,0,0,0,21,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|CCM11aububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|CPla-3 termite groupububub,0,0,0,0,0,0,0,0,0,0,0,22
Bacteria|Planctomycetes|Phycisphaerae|CPla-3 termite groupub planctomyceteub planctomyceteub planctomycete,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|CPla-3 termite group,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|Phycisphaerales|Phycisphaeraceae|I-8ub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|Phycisphaerales|Phycisphaeraceae|SM1A02ub planctomycete,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|Phycisphaerales|Phycisphaeraceaeubub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|Pla1 lineageububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|S-70ububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|S-70ub planctomyceteub planctomyceteub planctomycete,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|Tepidisphaerales|TepidisphaeraceaeAmtAmt,0,136,128,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|Tepidisphaerales|Tepidisphaeraceaeubub,19,0,0,166,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|Tepidisphaerales|Tepidisphaeraceaeub planctomyceteub planctomycete,0,0,0,0,66,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Phycisphaerae|Tepidisphaerales|Tepidisphaeraceaeub soil bacteriumub soil bacterium,0,0,0,0,50,0,0,0,0,0,0,53
Bacteria|Planctomycetes|Phycisphaerae|Tepidisphaerales|Tepidisphaeraceae,0,0,0,0,69,15,67,22,0,0,113,39
Bacteria|Planctomycetes|Phycisphaerae|mle1-8ububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Pla4 lineageubububub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Pla4 lineageub planctomyceteub planctomyceteub planctomyceteub planctomycete,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Pla4 lineage,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|GemmataAmt,156,0,0,3,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Gemmataub Gemmata sp.,0,0,0,0,0,0,78,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Gemmataub Planctomycetales bacterium,0,0,0,0,0,0,0,71,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Gemmata,0,0,0,0,97,0,84,0,0,0,93,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Isosphaera,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Pir4 lineageAmt,44,0,0,0,0,28,0,68,0,0,38,40
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Pir4 lineageub,0,0,0,0,0,0,0,109,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Pir4 lineage,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Pirellulaub Pasteuria sp.,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Pirellulaub Planctomycetaceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Pirellulaub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Pirellula,97,0,0,0,0,0,0,0,0,0,84,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Planctomycesub Planctomycetaceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Planctomycesub,36,0,0,0,0,0,95,68,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Planctomycesub soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Planctomyces,90,0,33,16,0,0,0,0,15,0,80,110
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Singulisphaeraub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Singulisphaera,0,0,0,0,0,0,0,0,0,0,349,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae|Zavarzinellaub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|PlanctomycetaceaeubAmt,32,0,0,0,0,0,0,0,0,0,59,74
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeubub Gemmata sp.,0,0,44,129,24,0,21,0,0,153,0,127
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeubub Planctomycetaceae bacterium,19,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeubub Planctomycetales bacterium,0,0,18,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeubub Zavarzinella sp.,0,0,0,0,0,48,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeubub,0,10,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeubub forest soil bacterium,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceaeub,72,0,38,233,0,124,0,56,61,0,0,58
Bacteria|Planctomycetes|Planctomycetacia|Planctomycetales|Planctomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes|vadinHA49ubububub,0,0,0,0,0,0,8,0,0,0,0,0
Bacteria|Planctomycetes|vadinHA49,0,0,0,54,0,0,0,0,0,0,0,0
Bacteria|Planctomycetes,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Alphaproteobacteria Incertae Sedis|Unknown Familyubub alpha proteobacterium,0,0,0,0,0,0,3,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Alphaproteobacteria Incertae Sedisububub,0,22,6,0,0,0,0,15,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Alphaproteobacteria Incertae Sedisub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonasub alpha proteobacterium,0,0,0,0,0,0,0,0,2,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacterub,63,144,47,0,0,0,0,0,78,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium,0,154,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceaeubub,0,0,0,118,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceaeub,18,0,0,0,0,0,0,0,19,0,71,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae,0,0,0,0,0,0,121,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae|Hirschiaub,47,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae|Woodsholeaub,75,0,0,0,0,0,0,99,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|E6aD10,111,71,0,0,0,0,101,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Parvularculales|Parvularculaceae|Amphiplicatusub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|A0839ubub,43,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceaeubub,0,0,0,0,0,0,0,0,0,0,117,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceae,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium,82,91,63,0,0,67,92,0,114,0,72,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceaeub,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae,0,0,0,0,0,0,0,0,0,0,0,73
